id,signInfo,lon,lat
530,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98516297,40.76874019
531,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98502618,40.7689413
532,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98496985,40.76899411
533,CROSS DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98538291,40.76949789
534,CROSS DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 7AM-7PM,-73.9855358,40.76950398
535,NO STANDING ANYTIME,-73.9851442,40.76940242
536,NO STANDING SCHOOL DAYS 7AM-4PM,-73.98525417,40.7693882
537,NO STANDING ANYTIME,-73.98504496,40.76935366
538,NO STANDING SCHOOL DAYS 7AM-4PM,-73.98503959,40.7692846
539,"	NO STANDING ANYTIME",-73.98578793,40.76960352
540,CROSS DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98588449,40.76971524
541,CROSS AMBULANCE ONLY,-73.98592204,40.76965024
542,"	NO STANDING W/ SINGLE ARROW W/ (ACCESS-A-RIDE SYMBOL) ACCESS-A-RIDE BUS STOP",-73.98602128,40.76977009
543,"	NO STANDING ANYTIME",-73.98633242,40.7699001
544,CROSS AMBULANCE ONLY,-73.98636192,40.76985338
545,CROSS DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98646116,40.76989603
546,NO STANDING ANYTIME,-73.98722827,40.77021292
547,NO STANDING ANYTIME,-73.9872095,40.77028402
548,CROSS DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98709685,40.77016417
549,NO STANDING ANYTIME,-73.98673475,40.77007682
550,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98536146,40.76847002
551,NO STOPPING ANYTIME,-73.98532391,40.76835017
552,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98544997,40.76834001
553,NO STOPPING ANYTIME,-73.98560017,40.76799061
554,NO STANDING /BUS & HANDICAP HARDHAT TEMPORARY CONSTRUCTION REGULATION,-73.98561627,40.76812671
555,TRUCK FARMERS MARKET ONLY MAY 1 - DEC 31 WEDNESDAY SATURDAY 6AM-6PM,-73.98574501,40.76780169
556,TRUCK FARMERS MARKET ONLY MAY 1 - DEC 31 WEDNESDAY SATURDAY 6AM-6PM,-73.9859435,40.76752745
557,"	NO STANDING ANYTIME W/SINGLE ARROW HARD HAT TEMPORARY CONSTRUCTION REGULATION",-73.98591667,40.76773262
558,"	NO STOPPING ANYTIME",-73.98601323,40.76742588
559,"	NO STOPPING ANYTIME",-73.98609638,40.76732228
560,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98611784,40.76742588
561,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98634046,40.76712726
562,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.9863807,40.76690177
563,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.9865014,40.76675145
564,"	NO STANDING ANYTIME W/ SINGLE ARROW",-73.9865309,40.76687333
565,NO STANDING ANYTIME W/ SINGLE ARROW,-73.98667037,40.76666816
566,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98672402,40.76666003
567,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98692787,40.76631875
568,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98687422,40.76638172
569,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.98685277,40.76626999
570,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.9871344,40.76606075
571,NO STOPPING ANYTIME,-73.98704588,40.766012
572,"	NO STOPPING ANYTIME W/SINGLE ARROW",-73.98710757,40.76591043
573,":	N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN",-73.98730874,40.76582104
574,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.9874053,40.76568697
575,NO STOPPING ANYTIME W/SINGLE ARROW,-73.98729533,40.76567478
576,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98758233,40.76543506
577,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.98746699,40.76544522
578,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.98767352,40.76514659
579,"	NO STOPPING ANYTIME W/SINGLE ARROW",-73.98772717,40.7650633
580,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98785055,40.7650633
581,N/S 7AM-10AM 4PM-7PM EXC SUN 3 HMP COMMERCIAL VEHICLES ONLY OTHERS N/S 10AM-4PM EXC SUN 2 HMP 7PM-11PM EXC SUN,-73.98797125,40.76488656
582,"	NO STOPPING ANYTIME",-73.9879337,40.7647728
583,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98826092,40.76450058
584,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98831457,40.76442947
585,3 HMP COMMERCIAL VEHICLES ONLY 7AM-7PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.9882046,40.76438884
586,3 HMP COMMERCIAL VEHICLES ONLY 7AM-7PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.98837894,40.76418569
587,NO STANDING 7AM-10AM 4PM-7PM MON-SAT 3 HR COMMERCIAL VEHICLES ONLY 10AM-4PM MON-SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON-SAT,-73.98847282,40.76422429
588,NO STANDING 7AM-10AM 4PM-7PM MON-SAT 3 HR COMMERCIAL VEHICLES ONLY 10AM-4PM MON-SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON-SAT,-73.98852915,40.76416944
589,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY 7AM-7PM MON THRU SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON THRU SAT W/,-73.98857474,40.76388706
590,"	NO STOPPING ANYTIME",-73.98864448,40.76380377
591,NO STANDING 7AM-10PM 4PM-7PM EXCEPT SUNDAY 3 HMP COMMERCIAL VEHICLES ONLY 10AM-4PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.98876518,40.76383018
592,NO STANDING 7AM-10PM 4PM-7PM EXCEPT SUNDAY 3 HMP COMMERCIAL VEHICLES ONLY 10AM-4PM EXCEPT SUNDAY 2 HMP 7PM-11PM EXCEPT SUNDAY,-73.98890197,40.76360671
593,"	NO STOPPING ANYTIME W/SINGLE ARROW",-73.98886979,40.76352748
594,NO STOPPING ANYTIME W/SINGLE ARROW,-73.98876786,40.76343403
595,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98915142,40.7632776
596,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.9891836,40.76324306
597,NO STANDING 7AM-10AM 4PM-7PM MON-SAT 3 HR COMMERCIAL VEHICLES ONLY 10AM-4PM MON-SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON-SAT,-73.98932308,40.76303585
598,NO STANDING 7AM-10AM 4PM-7PM MON-SAT 3 HR METERED PKNG COMMERCIAL VEHICLES ONLY 10AM-4PM MON-SAT OTHERS NO STANDING 2 HR METERED PKNG 7PM-11PM MON-SAT,-73.98940623,40.76292208
599,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY 7AM-7PM MON THRU SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON THRU SAT,-73.98912191,40.76315977
600,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY 7AM-7PM MON THRU SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON THRU SAT,-73.98921847,40.76298709
601,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY 7AM-7PM MON THRU SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON THRU SAT,-73.98945987,40.76269658
602,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY 7AM-7PM MON THRU SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON THRU SAT W/,-73.98955643,40.76256656
603,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY 7AM-7PM MON THRU SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON THRU SAT W/,-73.98960471,40.76250561
604,NO STANDING 7AM-10AM 4PM-7PM MON-SAT 3 HR COMMERCIAL VEHICLES ONLY 10AM-4PM MON-SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON-SAT,-73.98965567,40.76256249
605,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.99201065,40.76396832
606,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM,-73.9918229,40.76382611
607,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY MIDNIGHT-3AM,-73.99174511,40.76386878
608,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY MIDNIGHT-3AM,-73.99135083,40.76370219
609,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM,-73.99142593,40.7636514
610,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY MIDNIGHT-3AM,-73.99095654,40.76352951
611,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM,-73.99092972,40.76345434
612,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM,-73.99056226,40.76328776
613,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY MIDNIGHT-3AM,-73.9904952,40.76333652
614,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM,-73.99014652,40.76312117
615,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY MIDNIGHT-3AM,-73.99022698,40.76322884
616,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM,-73.98971736,40.76293427
617,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98971736,40.76300131
618,NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY MIDNIGHT-3AM,-73.98986757,40.76307241
619,TRUCK TRUCK LOADING ONLY 7AM-7PM EXCEPT SUNDAY,-73.98944378,40.76365547
620,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM EXCEPT SUNDAY,-73.98928016,40.76365343
621,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.98922384,40.76355998
622,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM EXCEPT SUNDAY,-73.98967981,40.76382205
623,TRUCK TRUCK LOADING ONLY 7AM-7PM EXCEPT SUNDAY,-73.98982197,40.76380986
624,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM EXCEPT SUNDAY,-73.99017334,40.76402317
625,TRUCK TRUCK LOADING ONLY 7AM-7PM EXCEPT SUNDAY,-73.99020553,40.76396223
626,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM EXCEPT SUNDAY,-73.99073929,40.76426086
627,NO STANDING SCHOOL DAYS 7AM-5PM,-73.9906615,40.76415522
628,TRUCK TRUCK LOADING ONLY 7AM-7PM EXCEPT SUNDAY,-73.99083316,40.76422632
629,TRUCK TRUCK LOADING ONLY 7AM-7PM EXCEPT SUNDAY,-73.99128646,40.76442135
630,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM EXCEPT SUNDAY,-73.99113894,40.76443557
631,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.99152249,40.76451886
632,NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-7PM,-73.99162441,40.76462653
633,NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-7PM,-73.99169415,40.7647017
634,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.99098873,40.76519535
635,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.99109066,40.76517097
636,NO PARKING ANYTIME (SINGLE ARROW),-73.99063468,40.76504502
637,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.99075806,40.76501861
638,"	NO PARKING ANYTIME (SINGLE ARROW)",-73.99026722,40.76489063
639,"	NO STANDING EXCEPT TRUCKS LOADING & UNLOADING (SINGLE ARROW)",-73.99015456,40.76477889
640,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98987561,40.76472201
641,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY (ARROW),-73.98987561,40.76466716
642,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98942232,40.76453511
643,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98944646,40.76447823
644,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98900658,40.76436447
645,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.9890039,40.76428321
646,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.98874104,40.76417757
647,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98776203,40.76548179
648,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.98774594,40.76540256
649,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.98791492,40.76546757
650,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.98902535,40.76593074
651,ATTENTION DRIVERS 1 MINUTE IDLING LAW ENFORCED MAX FINE,-73.98862839,40.76576822
652,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98846745,40.76576213
653,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,-73.98828238,40.76561993
654,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98808658,40.7656118
655,ATTENTION DRIVERS 1 MINUTE IDLING LAW ENFORCED MAX FINE,-73.98920774,40.76600184
656,"	NO PARKING ANYTIME (SINGLE ARROW)",-73.98922384,40.76608107
657,NO PARKING ANYTIME (SINGLE ARROW),-73.98907632,40.76602419
658,NO STANDING 7AM-5PM MON THRU FRI,-73.99020821,40.76642032
659,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98992121,40.76637157
660,ATTENTION DRIVERS 1 MINUTE IDLING LAW ENFORCED MAX FINE,-73.98972273,40.76621718
661,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98973078,40.7671232
662,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.9895162,40.76702975
663,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98966104,40.76701147
664,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98900121,40.76681036
665,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98934722,40.76689365
666,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98906291,40.76677176
667,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98859352,40.76663972
668,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98864985,40.76658893
669,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98811072,40.76644064
670,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98816973,40.76639391
671,MOON SPECIAL NIGHT REGULATION STAR NO STANDING 11PM-6AM INCLUDING SUNDAY W/SINGLE ARROW,-73.98790151,40.76629031
672,"	NO STANDING EXCEPT AUTHORIZED VEHICLES (SINGLE ARROW)",-73.98774594,40.76622124
673,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.98767352,40.76625374
674,MOON SPECIAL NIGHT REGULATION STAR (SYMBOLS) NO STANDING 11PM-6AM INCLUDING SUNDAY,-73.9874804,40.76610748
675,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98674816,40.76661128
676,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98710489,40.76682052
677,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98719072,40.76678395
678,"	NO PARKING ANYTIME (SINGLE ARROW)",-73.98761183,40.76696881
679,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98768961,40.76706835
680,NO PARKING ANYTIME (SINGLE ARROW),-73.98778617,40.76704194
681,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98796588,40.76718211
682,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98851037,40.76741775
683,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98848891,40.7673304
684,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98895025,40.76753761
685,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98894757,40.76759855
686,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98919165,40.76770215
687,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI,-73.98928553,40.76767777
688,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98895025,40.7683522
689,"	NO STANDING ANYTIME W/ SINGLE ARROW",-73.98869008,40.76829329
690,NO STANDING ANYTIME,-73.98881882,40.76835423
691,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98853987,40.76823844
692,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98859888,40.76820188
693,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98803562,40.7679703
694,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98786128,40.76795811
695,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98745358,40.76778747
696,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98758501,40.76784029
697,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98748845,40.76772856
698,NO STANDING 8AM-9:30AM MON THRU FRI,-73.9871639,40.76767168
699,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98688763,40.76749901
700,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98658454,40.76737713
701,NO STANDING 8AM-9:30AM MON THRU FRI,-73.98663014,40.76745229
702,NO STANDING ANYTIME,-73.98593545,40.76796623
703,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98618758,40.76805968
704,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98603737,40.76808405
705,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98635387,40.76821406
706,NO PARKING ANYTIME,-73.98650944,40.76828516
707,NO PARKING ANYTIME,-73.98667842,40.76826688
708,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98690641,40.76836642
709,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98693591,40.7684558
710,"	NO STANDING HOTEL LOADING ZONE",-73.98725241,40.76850252
711,TAXI HAILING TAXI STAND,-73.98759037,40.76864472
712,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.9876923,40.76868738
713,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDA,-73.98755282,40.76872597
714,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98806244,40.76893724
715,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.98817241,40.76889458
716,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98808926,40.76886004
717,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98790151,40.76878082
718,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES,-73.98789078,40.76971728
719,NO STANDING 7AM-7PM MON THRU FRI (ARROW),-73.9879927,40.76978837
720,"	NO STANDING ANYTIME (SINGLE ARROW)",-73.98768961,40.76957102
721,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES,-73.98758769,40.76959133
722,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES (SINGLE ARROW),-73.98690373,40.769246
723,NO STANDING 7AM-7PM MON THRU FRI (ARROW),-73.98696542,40.76933335
724,NO STANDING 7AM-7PM MON THRU FRI (ARROW),-73.98720682,40.76943086
725,"	NO STANDING ANYTIME (SINGLE ARROW)",-73.98671597,40.76917897
726,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES (SINGLE ARROW),-73.98664623,40.76914037
727,"	NO PARKING ANYTIME (SINGLE ARROW)",-73.98647457,40.76912412
728,NO PARKING (SANITATION BROOM SYMBOL) 8AM-9AM EXCEPT SUNDAY W/SINGLE ARROW,-73.9863646,40.76901443
729,"	NO STANDING ANYTIME",-73.98615539,40.76893724
730,NO STANDING ANYTIME (SINGLE ARROW),-73.98604006,40.76889254
731,NO PARKING (SANITATION BROOM SYMBOL) 8AM-9AM EXCEPT SUNDAY W/SINGLE ARROW,-73.98577988,40.76877879
732,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES,-73.9857316,40.76881942
733,NO STANDING ANYTIME,-73.98557067,40.76869347
734,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES,-73.98542047,40.76868941
735,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98544997,40.76776512
736,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98525417,40.76768184
737,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY 6 HMP 6PM-MIDNIGHT EXCEPT SUNDAY,-73.98520857,40.76774481
738,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98492694,40.76763105
739,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY 6 HMP 6PM-MIDNIGHT EXCEPT SUNDAY,-73.9850691,40.7676859
740,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98475796,40.7674726
741,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98465067,40.76750104
742,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.9842993,40.76727149
743,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98406863,40.76726133
744,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98399085,40.76714554
745,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98349196,40.7670196
746,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98369312,40.7670196
747,NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY,-73.98334175,40.76686318
748,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY,-73.98304403,40.76682864
749,NO STANDING ANYTIME,-73.98237348,40.76731009
750,NO STANDING ANYTIME EXCEPT VEHICLES WITH N Y P LICENSE -PLATES,-73.98261487,40.76713539
751,"	NO STANDING ANYTIME EXCEPT VEHICLES WITH N Y P LICENSE -PLATES",-73.98252904,40.7672654
752,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98261487,40.76698709
753,NO STANDING 4PM-MIDNIGHT EXCEPT SUNDAY 3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY,-73.98293138,40.76654018
754,TAXI HAILING TAXI STAND,-73.98308694,40.76649142
755,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98311645,40.76645892
756,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98314327,40.7662639
757,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98315936,40.76624155
